,targetId_diseaseId,affected_pathway,animal_model,genetic_association,known_drug,literature,rna_expression,somatic_mutation,drugId,targetId,approvedSymbol,diseaseId,label,phase,drugType,mechanismOfAction,id,name,therapeuticAreas,tissue_general,n_donors,disease_name,disease_ontology_id,targetId_diseaseId_CHEMBL
17132,ENSG00000004779_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000004779,NDUFAB1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000004779_MONDO_0005148_CHEMBL1431
3647,ENSG00000137285_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL553025,ENSG00000137285,TUBB2B,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000137285_MONDO_0007254_CHEMBL553025
21789,ENSG00000178127_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000178127,NDUFV2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000178127_MONDO_0005148_CHEMBL1703
21795,ENSG00000178127_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000178127,NDUFV2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000178127_MONDO_0005148_CHEMBL1431
3629,ENSG00000137285_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1743082,ENSG00000137285,TUBB2B,MONDO_0007254,breast cancer,4,Antibody,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000137285_MONDO_0007254_CHEMBL1743082
3623,ENSG00000137285_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1201752,ENSG00000137285,TUBB2B,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000137285_MONDO_0007254_CHEMBL1201752
17110,ENSG00000004779_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000004779,NDUFAB1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000004779_MONDO_0005148_CHEMBL1703
21771,ENSG00000178084_MONDO_0005148,0.0,0.0,0.0,0.7599134970145264,0.0,0.0,0.0,CHEMBL60889,ENSG00000178084,HTR3C,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Serotonin 3 (5-HT3) receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000178084_MONDO_0005148_CHEMBL60889
3823,ENSG00000137869_MONDO_0007254,0.0,0.0,0.0,0.9924816168389136,0.8587490240660228,0.0,0.0,CHEMBL1200374,ENSG00000137869,CYP19A1,MONDO_0007254,breast cancer,4,Small molecule,Cytochrome P450 19A1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000137869_MONDO_0007254_CHEMBL1200374
3822,ENSG00000137869_MONDO_0007254,0.0,0.0,0.0,0.9924816168389136,0.8587490240660228,0.0,0.0,CHEMBL1399,ENSG00000137869,CYP19A1,MONDO_0007254,breast cancer,4,Small molecule,Cytochrome P450 19A1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000137869_MONDO_0007254_CHEMBL1399
17198,ENSG00000006071_MONDO_0005148,0.0,0.7944042245182669,0.8888781169449483,0.998509069877539,0.27697245880472443,0.0,0.6189714963749121,CHEMBL783,ENSG00000006071,ABCC8,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000006071_MONDO_0005148_CHEMBL783
3805,ENSG00000137869_MONDO_0007254,0.0,0.0,0.0,0.9924816168389136,0.8587490240660228,0.0,0.0,CHEMBL1444,ENSG00000137869,CYP19A1,MONDO_0007254,breast cancer,4,Small molecule,Cytochrome P450 19A1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000137869_MONDO_0007254_CHEMBL1444
17207,ENSG00000006071_MONDO_0005148,0.0,0.7944042245182669,0.8888781169449483,0.998509069877539,0.27697245880472443,0.0,0.6189714963749121,CHEMBL817,ENSG00000006071,ABCC8,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000006071_MONDO_0005148_CHEMBL817
21617,ENSG00000174886_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000174886,NDUFA11,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000174886_MONDO_0005148_CHEMBL1703
17176,ENSG00000006071_MONDO_0005148,0.0,0.7944042245182669,0.8888781169449483,0.998509069877539,0.27697245880472443,0.0,0.6189714963749121,CHEMBL4298005,ENSG00000006071,ABCC8,MONDO_0005148,type 2 diabetes mellitus,4,Unknown,"Sulfonylurea receptor 1, Kir6.2 blocker",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000006071_MONDO_0005148_CHEMBL4298005
21683,ENSG00000175535_MONDO_0005148,0.0,0.262504518408698,0.0,0.7599134970145264,0.05612889958615294,0.0,0.0,CHEMBL175247,ENSG00000175535,PNLIP,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Pancreatic lipase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000175535_MONDO_0005148_CHEMBL175247
20856,ENSG00000164270_MONDO_0005148,0.0,0.0,0.0,0.7599134970145264,0.0,0.0,0.0,CHEMBL60889,ENSG00000164270,HTR4,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Serotonin 4 (5-HT4) receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000164270_MONDO_0005148_CHEMBL60889
21075,ENSG00000167792_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000167792,NDUFV1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000167792_MONDO_0005148_CHEMBL1431
21041,ENSG00000166736_MONDO_0005148,0.0,0.0,0.0,0.7599134970145264,0.0,0.0,0.0,CHEMBL60889,ENSG00000166736,HTR3A,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Serotonin 3 (5-HT3) receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000166736_MONDO_0005148_CHEMBL60889
17507,ENSG00000069696_MONDO_0005148,0.0,0.0,0.0,0.9232931914569985,0.0,0.0,0.0,CHEMBL1200503,ENSG00000069696,DRD4,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,D2-like dopamine receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000069696_MONDO_0005148_CHEMBL1200503
4469,ENSG00000148229_MONDO_0007254,0.0,0.0,0.0,0.9186052301935358,0.0,0.0,0.0,CHEMBL888,ENSG00000148229,POLE3,MONDO_0007254,breast cancer,4,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000148229_MONDO_0007254_CHEMBL888
17500,ENSG00000069696_MONDO_0005148,0.0,0.0,0.0,0.9232931914569985,0.0,0.0,0.0,CHEMBL493,ENSG00000069696,DRD4,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,D2-like dopamine receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000069696_MONDO_0005148_CHEMBL493
17494,ENSG00000065989_MONDO_0005148,0.0,0.0,0.0,0.6450821241323312,0.01823792392834863,0.0,0.0,CHEMBL628,ENSG00000065989,PDE4A,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000065989_MONDO_0005148_CHEMBL628
21059,ENSG00000167792_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000167792,NDUFV1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000167792_MONDO_0005148_CHEMBL1703
17490,ENSG00000065518_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000065518,NDUFB4,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000065518_MONDO_0005148_CHEMBL1703
17484,ENSG00000065518_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000065518,NDUFB4,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000065518_MONDO_0005148_CHEMBL1431
8351,ENSG00000077092_MONDO_0100096,0.0,0.0,0.0,0.7844347189247354,0.0,0.0,0.0,CHEMBL547,ENSG00000077092,RARB,MONDO_0100096,COVID-19,4,Small molecule,Retinoic acid receptor agonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000077092_MONDO_0100096_CHEMBL547
21027,ENSG00000166136_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000166136,NDUFB8,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000166136_MONDO_0005148_CHEMBL1703
4499,ENSG00000150594_MONDO_0007254,0.0,0.0,0.0,0.7989213559653577,0.15350252639693432,0.0,0.0,CHEMBL778,ENSG00000150594,ADRA2A,MONDO_0007254,breast cancer,4,Small molecule,Adrenergic receptor alpha-2 agonist,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000150594_MONDO_0007254_CHEMBL778
21029,ENSG00000166136_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000166136,NDUFB8,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000166136_MONDO_0005148_CHEMBL1431
4485,ENSG00000148229_MONDO_0007254,0.0,0.0,0.0,0.9186052301935358,0.0,0.0,0.0,CHEMBL1637,ENSG00000148229,POLE3,MONDO_0007254,breast cancer,4,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000148229_MONDO_0007254_CHEMBL1637
8330,ENSG00000073756_MONDO_0100096,0.0,0.0,0.0,0.8546670022666121,0.06746343156828963,0.0,0.0,CHEMBL521,ENSG00000073756,PTGS2,MONDO_0100096,COVID-19,4,Small molecule,Cyclooxygenase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",saliva,11,COVID-19,MONDO_0100096,ENSG00000073756_MONDO_0100096_CHEMBL521
4391,ENSG00000146648_MONDO_0007254,0.0,0.0,0.0,0.9587557579704683,0.958553339795011,0.0,0.0,CHEMBL180022,ENSG00000146648,EGFR,MONDO_0007254,breast cancer,4,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000146648_MONDO_0007254_CHEMBL180022
8412,ENSG00000082482_MONDO_0100096,0.0,0.0,0.0,0.788199166070067,0.0,0.0,0.0,CHEMBL1200694,ENSG00000082482,KCNK2,MONDO_0100096,COVID-19,4,Small molecule,Potassium channel subfamily K member 2 opener,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000082482_MONDO_0100096_CHEMBL1200694
4415,ENSG00000146648_MONDO_0007254,0.0,0.0,0.0,0.9587557579704683,0.958553339795011,0.0,0.0,CHEMBL3989921,ENSG00000146648,EGFR,MONDO_0007254,breast cancer,4,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000146648_MONDO_0007254_CHEMBL3989921
20936,ENSG00000165264_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.021277577916406734,0.0,0.0,CHEMBL1703,ENSG00000165264,NDUFB6,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000165264_MONDO_0005148_CHEMBL1703
20911,ENSG00000165264_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.021277577916406734,0.0,0.0,CHEMBL1431,ENSG00000165264,NDUFB6,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000165264_MONDO_0005148_CHEMBL1431
17583,ENSG00000081248_MONDO_0005148,0.0,0.0,0.0,0.8537454099812628,0.0,0.0,0.0,CHEMBL1491,ENSG00000081248,CACNA1S,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Voltage-gated L-type calcium channel blocker,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000081248_MONDO_0005148_CHEMBL1491
17592,ENSG00000088832_MONDO_0005148,0.0,0.0,0.0,0.3039653988058105,0.08511031166562696,0.0,0.0,CHEMBL269732,ENSG00000088832,FKBP1A,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,FK506-binding protein 1A inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000088832_MONDO_0005148_CHEMBL269732
17600,ENSG00000090266_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000090266,NDUFB2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000090266_MONDO_0005148_CHEMBL1703
20865,ENSG00000164867_MONDO_0005148,0.0,0.4427559999005436,0.06957963664130387,0.607930797611621,0.3057894389904781,0.0,0.0,CHEMBL256147,ENSG00000164867,NOS3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Nitric oxide synthase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000164867_MONDO_0005148_CHEMBL256147
17594,ENSG00000089250_MONDO_0005148,0.0,0.0,0.4041296312275369,0.607930797611621,0.11681056010785823,0.0,0.0,CHEMBL256147,ENSG00000089250,NOS1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Nitric oxide synthase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000089250_MONDO_0005148_CHEMBL256147
17554,ENSG00000073756_MONDO_0005148,0.0,0.0,0.0,0.9423678258618575,0.28950944612094187,0.015580850390104721,0.0,CHEMBL25,ENSG00000073756,PTGS2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Cyclooxygenase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000073756_MONDO_0005148_CHEMBL25
17531,ENSG00000070915_MONDO_0005148,0.0,0.0,0.0,0.867426619556406,0.16080480687461773,0.0,0.0,CHEMBL435,ENSG00000070915,SLC12A3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Thiazide-sensitive sodium-chloride cotransporter inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000070915_MONDO_0005148_CHEMBL435
4538,ENSG00000153253_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL79,ENSG00000153253,SCN3A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000153253_MONDO_0007254_CHEMBL79
4535,ENSG00000153253_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1889140,ENSG00000153253,SCN3A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000153253_MONDO_0007254_CHEMBL1889140
4534,ENSG00000153253_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1077896,ENSG00000153253,SCN3A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000153253_MONDO_0007254_CHEMBL1077896
17552,ENSG00000073756_MONDO_0005148,0.0,0.0,0.0,0.9423678258618575,0.28950944612094187,0.015580850390104721,0.0,CHEMBL112,ENSG00000073756,PTGS2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Cyclooxygenase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000073756_MONDO_0005148_CHEMBL112
4565,ENSG00000157404_MONDO_0007254,0.0,0.0,0.0,0.760775089830092,0.8185228336020453,0.0,0.0,CHEMBL941,ENSG00000157404,KIT,MONDO_0007254,breast cancer,4,Small molecule,Stem cell growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000157404_MONDO_0007254_CHEMBL941
17535,ENSG00000073417_MONDO_0005148,0.0,0.0,0.0,0.607930797611621,0.0,0.0,0.0,CHEMBL628,ENSG00000073417,PDE8A,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000073417_MONDO_0005148_CHEMBL628
21159,ENSG00000168653_MONDO_0005148,0.0,0.0,0.03472963342113356,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000168653,NDUFS5,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000168653_MONDO_0005148_CHEMBL1703
21307,ENSG00000170906_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000170906,NDUFA3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000170906_MONDO_0005148_CHEMBL1703
14969,ENSG00000239732_MONDO_0100096,0.0,0.0,0.0,0.9864892322880979,0.5016973203843889,0.0,0.0,CHEMBL1535,ENSG00000239732,TLR9,MONDO_0100096,COVID-19,4,Small molecule,Toll-like receptor 9 antagonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",nose,28,COVID-19,MONDO_0100096,ENSG00000239732_MONDO_0100096_CHEMBL1535
17356,ENSG00000023228_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000023228,NDUFS1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000023228_MONDO_0005148_CHEMBL1431
21317,ENSG00000170906_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000170906,NDUFA3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000170906_MONDO_0005148_CHEMBL1431
