,drugName,drugid,description,drugtype,maxPhase,withdrawn,blackBox,approvalYear,list_targets,list_diseases,has_any_sc_evidence,has_any_genetic_evidence,num_indications,mechanism,action_type,target_type
45,INTERFERON BETA-1B,CHEMBL1201563,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1993 and is indicated for neoplasm and multiple sclerosis and has 5 investigational indications.,,4.0,,False,1993,"['ENSG00000142166', 'ENSG00000159110']","['EFO_0000616', 'MONDO_0100096', 'EFO_0000764', 'MONDO_0005301', 'MONDO_0100116', 'EFO_0000318', 'EFO_0003929']",True,True,7,Interferon alpha/beta receptor agonist ,AGONIST ,protein complex 
46,CANAKINUMAB,CHEMBL1201834,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 7 approved and 33 investigational indications.,,4.0,,False,2009,['ENSG00000125538'],"['MONDO_0011776', 'EFO_0001365', 'EFO_1000906', 'MONDO_0018088', 'EFO_0008518', 'EFO_0000756', 'MONDO_0017708', 'EFO_0000275', 'EFO_0004265', 'EFO_0000341', 'EFO_0002609', 'EFO_0002517', 'EFO_0004274', 'MONDO_0005148', 'EFO_0004246', 'EFO_1001345', 'MONDO_0005147', 'EFO_0003914', 'MONDO_0007254', 'MONDO_0016168', 'EFO_0000540', 'EFO_0000681', 'EFO_0004214', 'MONDO_0008633', 'EFO_1001165', 'HP_0000999', 'HP_0001945', 'EFO_1001478', 'MONDO_0005178', 'EFO_0003106', 'EFO_0003780', 'EFO_0001071', 'DOID_13406', 'EFO_0000685', 'EFO_0003060', 'HP_0001943', 'MONDO_0011382', 'MONDO_0100096', 'EFO_0007135', 'EFO_0000198']",True,False,40,Interleukin-1 beta inhibitor ,INHIBITOR ,single protein 
47,CEFUROXIME,CHEMBL1436,Small molecule drug with a maximum clinical trial phase of IV (across all indications) and has 3 approved and 4 investigational indications.,,4.0,,False,no approval year,[],"['EFO_0000771', 'EFO_0007149', 'MONDO_0016047', 'EFO_1001888', 'EFO_0003106', 'EFO_0000544', 'EFO_0003102']",False,False,7,Bacterial penicillin-binding protein inhibitor ,INHIBITOR ,protein family 
48,LTX-109,CHEMBL1817968,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,[],"['EFO_1000714', 'EFO_1000710', 'MONDO_0100096', 'EFO_0005681']",False,False,4,,,
49,TACROLIMUS,CHEMBL269732,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1994 and is indicated for eczema and immune system disease and has 128 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1994,['ENSG00000088832'],"['EFO_1000794', 'EFO_0003086', 'EFO_0000274', 'EFO_1000309', 'MONDO_0018906', 'MONDO_0019469', 'MONDO_0013730', 'MONDO_0002334', 'EFO_0004254', 'EFO_0002687', 'EFO_0000183', 'EFO_0004251', 'HP_0001399', 'EFO_0003777', 'MONDO_0004979', 'EFO_1000690', 'EFO_0000198', 'EFO_0001423', 'EFO_0000400', 'MONDO_0100096', 'EFO_0008517', 'EFO_1002048', 'EFO_0003834', 'EFO_0000255', 'EFO_0000403', 'EFO_0000211', 'MONDO_0004992', 'EFO_1001993', 'MONDO_0021193', 'EFO_0004194', 'EFO_0003032', 'HP_0012410', 'EFO_0004228', 'MONDO_0005147', 'EFO_0000574', 'EFO_0001378', 'EFO_0003884', 'EFO_0006475', 'EFO_0000729', 'MONDO_0010518', 'EFO_0003047', 'EFO_0004208', 'MONDO_0000873', 'MONDO_0015253', 'MONDO_0009833', 'EFO_0009441', 'EFO_0000222', 'HP_0003124', 'EFO_0006803', 'EFO_0000676', 'HP_0001915', 'EFO_0002428', 'EFO_0005676', 'MONDO_0004768', 'EFO_0004991', 'EFO_0004236', 'EFO_0000544', 'EFO_0000339', 'EFO_0000685', 'EFO_0009510', 'EFO_0006927', 'HP_0000964', 'EFO_1001020', 'EFO_1001051', 'EFO_0007183', 'EFO_1000131', 'MONDO_0004976', 'EFO_0004599', 'Orphanet_848', 'EFO_0000621', 'MONDO_0019471', 'EFO_0000191', 'EFO_0000309', 'MONDO_0005301', 'EFO_0003818', 'EFO_0001361', 'EFO_0000540', 'EFO_1000764', 'MONDO_0044881', 'EFO_1001469', 'MONDO_0008315', 'EFO_1000785', 'EFO_1001413', 'EFO_0007141', 'EFO_0003872', 'MONDO_0044903', 'EFO_0009373', 'MONDO_0000870', 'EFO_0004255', 'EFO_0000545', 'EFO_0000096', 'MONDO_0015760', 'EFO_0000691', 'EFO_1001996', 'EFO_0000095', 'MONDO_0002898', 'EFO_0002430', 'EFO_0005803', 'EFO_0000512', 'EFO_0007157', 'MONDO_0004907', 'EFO_0002429', 'EFO_0004220', 'EFO_0001365', 'EFO_0000717', 'EFO_0005761', 'MONDO_0015974', 'MONDO_0000159', 'EFO_1000956', 'MONDO_0020077', 'EFO_0007160', 'EFO_0000616', 'MONDO_0019297', 'EFO_0000565', 'EFO_1000318', 'EFO_0000546', 'EFO_1000652', 'MONDO_0019472', 'EFO_0000220', 'MONDO_0018923', 'EFO_0005952', 'EFO_0000384', 'EFO_0001642', 'MONDO_0011382', 'EFO_0000182', 'EFO_0001421', 'EFO_0004286', 'EFO_1001779', 'EFO_1000623', 'MONDO_0002367']",True,False,130,FK506-binding protein 1A inhibitor ,INHIBITOR ,single protein 
50,TRANIMILAST,CHEMBL3113974,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,"['ENSG00000065989', 'ENSG00000113448', 'ENSG00000184588', 'ENSG00000105650']","['MONDO_0004979', 'EFO_0000341']",True,False,2,Phosphodiesterase 4 inhibitor ,INHIBITOR ,protein family 
51,TUCATINIB,CHEMBL3989868,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and has 6 approved and 8 investigational indications.,,4.0,,False,2020,['ENSG00000141736'],"['MONDO_0007254', 'EFO_0000339', 'EFO_1000294', 'EFO_0001421', 'EFO_0003060', 'EFO_0003833', 'EFO_0000616', 'MONDO_0001056', 'MONDO_0004992', 'EFO_0004142', 'EFO_0000182', 'EFO_0003968', 'EFO_0000305', 'EFO_0005537']",False,True,14,Receptor protein-tyrosine kinase erbB-2 inhibitor ,INHIBITOR ,single protein 
52,XENTUZUMAB,CHEMBL4297850,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,"['ENSG00000167244', 'ENSG00000017427']","['EFO_0000616', 'EFO_0000673', 'EFO_0003869', 'MONDO_0008315', 'EFO_0003060']",False,False,5,Insulin-like growth factor II inhibitor Insulin-like growth factor I inhibitor ,INHIBITOR ,single protein 
53,CC-90001,CHEMBL4847106,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0001421', 'EFO_0009448', 'EFO_0000768']",False,False,3,,,
54,VINCRISTINE,CHEMBL90555,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1963 and is indicated for neoplasm and has 89 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1963,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']","['EFO_0000174', 'MONDO_0000870', 'EFO_0000248', 'EFO_0000220', 'MONDO_0008380', 'EFO_1000292', 'MONDO_0015760', 'EFO_0000094', 'EFO_0000183', 'MONDO_0016717', 'EFO_1001469', 'EFO_1001830', 'EFO_0000183', 'EFO_0002939', 'EFO_0004289', 'EFO_0000255', 'EFO_0002918', 'EFO_0003833', 'EFO_0000574', 'EFO_0000403', 'EFO_0000621', 'EFO_0005952', 'EFO_0000096', 'MONDO_0008903', 'EFO_1000131', 'EFO_0000180', 'EFO_0000565', 'EFO_0005235', 'EFO_0000502', 'EFO_1000292', 'EFO_0000220', 'EFO_1000635', 'EFO_0002499', 'MONDO_0008380', 'EFO_1001951', 'EFO_0000209', 'EFO_0000211', 'EFO_0000095', 'MONDO_0015540', 'MONDO_0044881', 'MONDO_0002974', 'EFO_0007160', 'MONDO_0003478', 'HP_0001871', 'EFO_0000211', 'EFO_0000403', 'MONDO_0000873', 'MONDO_0009348', 'MONDO_0018271', 'EFO_0003833', 'EFO_0000309', 'EFO_0000222', 'EFO_0000437', 'EFO_0000272', 'EFO_1001469', 'EFO_0000309', 'EFO_0000094', 'MONDO_0000873', 'EFO_0009254', 'MONDO_0006058', 'EFO_0000313', 'EFO_0004289', 'MONDO_0018975', 'MONDO_0000432', 'EFO_0006859', 'EFO_0000095', 'EFO_1001365', 'EFO_0000198', 'MONDO_0018906', 'EFO_0000558', 'EFO_0000248', 'EFO_0000437', 'EFO_0001378', 'EFO_0003032', 'EFO_0000519', 'MONDO_0004095', 'EFO_1000158', 'EFO_1001042', 'EFO_0000756', 'EFO_0009708', 'EFO_0000621', 'MONDO_0002367', 'EFO_0003032', 'EFO_0000616', 'MONDO_0016700', 'EFO_0001378', 'MONDO_0019004', 'MONDO_0001657', 'MONDO_0000430', 'EFO_0000616', 'EFO_0000574', 'EFO_0000702', 'EFO_0000637', 'MONDO_0000870', 'EFO_1000318', 'EFO_0000209', 'MONDO_0018944', 'EFO_0002939', 'MONDO_0015564', 'EFO_0005952', 'EFO_0000313', 'EFO_0000691', 'EFO_1000158', 'EFO_0000565', 'EFO_0000588', 'MONDO_0009348', 'MONDO_0006058', 'EFO_0000222', 'EFO_1001365', 'EFO_0009441', 'MONDO_0018906', 'EFO_0000691', 'EFO_0000096', 'MONDO_0019471', 'EFO_0000765', 'EFO_0002918', 'EFO_0000174', 'MONDO_0044917']",True,False,118,Tubulin inhibitor ,INHIBITOR ,protein complex group 
55,DICLOFENAC EPOLAMINE,CHEMBL1201180,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and is indicated for pain and has 3 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2007,"['ENSG00000073756', 'ENSG00000095303']","['MONDO_0007254', 'EFO_0009582', 'EFO_0003843', 'EFO_1000652']",True,False,4,Cyclooxygenase inhibitor ,INHIBITOR ,protein family 
56,VITAMIN K,CHEMBL1201519,Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and has 11 investigational indications.,,4.0,,False,2000,[],"['EFO_0000729', 'HP_0004936', 'EFO_0000685', 'EFO_0000384', 'EFO_0003929', 'MONDO_0000831', 'EFO_0000616', 'EFO_0000275', 'MONDO_0004975', 'EFO_0003144', 'EFO_0003907']",False,False,11,,,
57,ERTAPENEM SODIUM,CHEMBL1232,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and is indicated for osteomyelitis and infection and has 4 investigational indications.,,4.0,,False,2001,[],"['EFO_0003102', 'EFO_0003106', 'EFO_0003103', 'EFO_1001459', 'EFO_0000544', 'HP_0100806']",False,False,6,Bacterial penicillin-binding protein inhibitor ,INHIBITOR ,protein family 
58,ERTAPENEM,CHEMBL1359,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and has 3 approved and 12 investigational indications.,,4.0,,False,2001,[],"['EFO_0003884', 'EFO_0000544', 'EFO_0003106', 'DOID_7551', 'EFO_0000771', 'EFO_0003106', 'EFO_1001312', 'EFO_0003103', 'EFO_1001459', 'EFO_0000544', 'EFO_1001141', 'HP_0100806', 'EFO_0007149', 'EFO_0003103', 'EFO_0003102', 'EFO_1001459', 'EFO_0003102', 'MONDO_0018076']",False,False,18,Bacterial penicillin-binding protein inhibitor ,INHIBITOR ,protein family 
59,OLOKIZUMAB,CHEMBL1743050,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications.,,3.0,,False,no approval year,['ENSG00000136244'],"['MONDO_0100096', 'EFO_0000384', 'EFO_0000685', 'MONDO_0005178']",True,True,4,Interleukin-6 inhibitor ,INHIBITOR ,single protein 
60,TALAPORFIN,CHEMBL2111186,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0002499', 'EFO_0000519', 'EFO_0004683', 'EFO_0000284', 'EFO_0000182']",False,False,5,,,
61,GRAPIPRANT,CHEMBL3039498,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,2.0,,False,no approval year,['ENSG00000171522'],"['EFO_0003060', 'MONDO_0005178', 'EFO_0000305', 'EFO_1001951']",False,False,4,Prostanoid EP4 receptor antagonist ,ANTAGONIST ,single protein 
62,DEFACTINIB,CHEMBL3137331,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 9 investigational indications.,,2.0,,False,no approval year,"['ENSG00000120899', 'ENSG00000169398']","['EFO_0000466', 'EFO_0002618', 'EFO_0001378', 'EFO_0002517', 'MONDO_0008170', 'EFO_0000770', 'EFO_0003060', 'MONDO_0004992', 'EFO_0000770', 'MONDO_0008170']",False,False,10,Focal adhesion kinase 1 inhibitor Protein tyrosine kinase 2 beta inhibitor ,INHIBITOR ,single protein 
63,M4344,CHEMBL4650286,Small molecule drug with a maximum clinical trial phase of I (across all indications) and has 3 investigational indications.,,1.0,,False,no approval year,['ENSG00000175054'],"['MONDO_0007254', 'MONDO_0008170', 'EFO_0000616']",False,False,3,Serine-protein kinase ATR inhibitor ,INHIBITOR ,single protein 
64,HPPH,CHEMBL500853,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 10 investigational indications.,,2.0,,False,no approval year,[],"['MONDO_0008903', 'EFO_0000199', 'EFO_0007535', 'MONDO_0007576', 'EFO_0000280', 'EFO_0000181', 'MONDO_0044926', 'EFO_0006859', 'EFO_0000571', 'EFO_0000708']",False,False,10,,,
65,PROPOFOL,CHEMBL526,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1989 and has 52 investigational indications.,,4.0,,False,1989,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']","['EFO_0004698', 'EFO_0000713', 'EFO_0003918', 'EFO_0003870', 'EFO_0004259', 'HP_0000989', 'EFO_0001074', 'EFO_0003855', 'EFO_0005251', 'EFO_0007355', 'MONDO_0002009', 'HP_0011110', 'HP_0003418', 'EFO_0002618', 'EFO_0003884', 'MONDO_0002050', 'EFO_0003917', 'EFO_0002687', 'HP_0000713', 'EFO_0006834', 'EFO_0004273', 'MONDO_0007576', 'EFO_0000662', 'MONDO_0043510', 'EFO_0001422', 'EFO_0001073', 'EFO_0009854', 'EFO_0003869', 'EFO_0000616', 'HP_0100806', 'EFO_0000537', 'EFO_0000712', 'HP_0031273', 'HP_0002093', 'EFO_0007490', 'HP_0000486', 'MONDO_0005277', 'EFO_0003843', 'EFO_0000546', 'EFO_0000565', 'MONDO_0004992', 'EFO_0000694', 'EFO_0008526', 'EFO_1002048', 'MP_0001845', 'EFO_1000644', 'EFO_1000637', 'EFO_1001951', 'EFO_0003777', 'EFO_1001454', 'EFO_0001645', 'MONDO_0021117']",True,False,52,GABA-A receptor; anion channel positive allosteric modulator ,POSITIVE ALLOSTERIC MODULATOR ,protein complex group 
66,ISOTRETINOIN,CHEMBL547,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1982 and is indicated for acne and has 47 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1982,"['ENSG00000172819', 'ENSG00000077092', 'ENSG00000131759']","['MONDO_0100096', 'EFO_0000632', 'EFO_0000180', 'EFO_0000502', 'EFO_0000616', 'EFO_0000565', 'EFO_1001051', 'EFO_0000544', 'EFO_0002501', 'MONDO_0008315', 'EFO_0000464', 'EFO_0000339', 'EFO_0001378', 'MONDO_0002974', 'EFO_1000309', 'EFO_0000621', 'MONDO_0003268', 'EFO_0004236', 'EFO_1000760', 'MONDO_0008903', 'EFO_0000519', 'EFO_1001465', 'EFO_0000403', 'EFO_0007512', 'EFO_0000198', 'MONDO_0002367', 'EFO_0002499', 'EFO_0000309', 'EFO_0003833', 'EFO_0000183', 'EFO_1000690', 'EFO_0002496', 'EFO_1001006', 'EFO_1000158', 'MONDO_0000870', 'MONDO_0000873', 'MONDO_0007254', 'EFO_0000681', 'EFO_0002939', 'EFO_0000222', 'EFO_0006859', 'EFO_1000910', 'EFO_0003894', 'EFO_0000224', 'EFO_0000279', 'MONDO_0004975', 'MONDO_0006058', 'MONDO_0019269']",True,False,48,Retinoic acid receptor agonist ,AGONIST ,protein family 
67,AFATINIB,CHEMBL1173655,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2013 and has 3 approved and 25 investigational indications.,,4.0,,False,2013,"['ENSG00000146648', 'ENSG00000141736', 'ENSG00000178568']","['EFO_0003869', 'MONDO_0021117', 'EFO_0000673', 'MONDO_0001657', 'EFO_0003060', 'MONDO_0008903', 'EFO_0001378', 'EFO_0004142', 'MONDO_0008978', 'HP_0000083', 'EFO_0000707', 'EFO_0003859', 'EFO_0000702', 'MONDO_0007254', 'EFO_0002618', 'EFO_0003863', 'EFO_0009709', 'EFO_0000616', 'EFO_0004284', 'EFO_0005543', 'EFO_1001956', 'EFO_0000519', 'EFO_0000181', 'EFO_0005922', 'MONDO_0004992', 'EFO_0001421', 'EFO_0001065', 'EFO_0003060']",False,True,28,Epidermal growth factor receptor erbB1 inhibitor Receptor protein-tyrosine kinase erbB-4 inhibitor Receptor protein-tyrosine kinase erbB-2 inhibitor ,INHIBITOR ,single protein 
68,BERAPROST,CHEMBL1207745,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0001361', 'MONDO_0001134', 'HP_0004419', 'EFO_0003884', 'EFO_0003086']",False,False,5,,,
69,PIXANTRONE DIMALEATE,CHEMBL2103844,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0000565', 'EFO_0000574', 'MONDO_0007254']",False,False,3,,,
70,TECEMOTIDE,CHEMBL3039544,Protein drug with a maximum clinical trial phase of III (across all indications) and has 8 investigational indications.,,3.0,,False,no approval year,['ENSG00000185499'],"['EFO_0003060', 'EFO_0001378', 'MONDO_0008315', 'MONDO_0008903', 'MONDO_0044937', 'EFO_1000657', 'MONDO_0007254', 'EFO_1001950']",True,False,8,Mucin-1 vaccine antigen ,VACCINE ANTIGEN ,single protein 
71,PICOPLATIN,CHEMBL3544907,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 10 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0007254', 'EFO_0000616', 'EFO_0006859', 'MONDO_0008170', 'MONDO_0001187', 'EFO_0002618', 'MONDO_0008315', 'EFO_1001951', 'MONDO_0008903', 'EFO_0000702']",False,False,10,,,
72,JNJ-49095397,CHEMBL3695568,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0003956', 'EFO_0000341', 'EFO_1001413']",False,False,3,,,
73,TOMIVOSERTIB,CHEMBL4073443,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications.,,2.0,,False,no approval year,"['ENSG00000099875', 'ENSG00000079277']","['EFO_0000574', 'MONDO_0008315', 'EFO_1001951', 'MONDO_0004992', 'EFO_0003060', 'MONDO_0007254', 'EFO_0000616']",True,False,7,MAP kinase-interacting serine/threonine-protein kinase 1/2 inhibitor ,INHIBITOR ,protein family 
74,GENISTEIN,CHEMBL44,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 17 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0000673', 'EFO_0001645', 'EFO_0000195', 'EFO_0003060', 'MONDO_0001187', 'EFO_1001951', 'MONDO_0007254', 'EFO_0009448', 'MONDO_0009061', 'EFO_0003882', 'MONDO_0004986', 'EFO_0000694', 'MONDO_0008315', 'EFO_1000657', 'MONDO_0021063', 'MONDO_0004992', 'EFO_0002618']",False,False,17,,,
75,MECAPEGFILGRASTIM,CHEMBL5095279,Protein drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,[],['MONDO_0007254'],False,False,1,,,
76,OPRELVEKIN,CHEMBL1201573,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and is indicated for thrombocytopenia and neoplasm and has 7 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1997,['ENSG00000137070'],"['Orphanet_903', 'EFO_0000095', 'EFO_0000191', 'EFO_0000339', 'MONDO_0018906', 'HP_0001873', 'MONDO_0010602', 'EFO_0009441', 'EFO_0000616']",False,False,9,Interleukin 11 receptor alpha agonist ,AGONIST ,single protein 
77,METHYLTESTOSTERONE,CHEMBL1395,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1973 and has 3 approved and 1 investigational indication.,,4.0,,False,1973,['ENSG00000169083'],"['EFO_0003922', 'MONDO_0007254', 'MONDO_0002146', 'EFO_1001078']",True,False,4,Androgen Receptor agonist ,AGONIST ,single protein 
